"MJD","Year","Month","Day","YY.MMDD","X","timestamp","LOD[msec]","sigma_LOD[msec]"
38094,1963,3,6,63.0306,429,1963-03-06,1.208,1.4
38095,1963,3,7,63.0307,430,1963-03-07,1.287,1.4
38096,1963,3,8,63.0308,431,1963-03-08,1.385,1.4
38097,1963,3,9,63.0309,432,1963-03-09,1.498,1.4
38098,1963,3,10,63.0310,433,1963-03-10,1.587,1.4
38099,1963,3,11,63.0311,434,1963-03-11,1.648,1.4
38100,1963,3,12,63.0312,435,1963-03-12,1.673,1.4
38101,1963,3,13,63.0313,436,1963-03-13,1.66,1.4
38102,1963,3,14,63.0314,437,1963-03-14,1.612,1.4
38103,1963,3,15,63.0315,438,1963-03-15,1.538,1.4
38104,1963,3,16,63.0316,439,1963-03-16,1.445,1.4
38105,1963,3,17,63.0317,440,1963-03-17,1.358,1.4
38106,1963,3,18,63.0318,441,1963-03-18,1.304,1.4
38107,1963,3,19,63.0319,442,1963-03-19,1.288,1.4
38108,1963,3,20,63.0320,443,1963-03-20,1.328,1.4
38109,1963,3,21,63.0321,444,1963-03-21,1.437,1.4
38110,1963,3,22,63.0322,445,1963-03-22,1.629,1.4
38111,1963,3,23,63.0323,446,1963-03-23,1.865,1.4
38112,1963,3,24,63.0324,447,1963-03-24,2.119,1.4
38113,1963,3,25,63.0325,448,1963-03-25,2.317,1.4
38114,1963,3,26,63.0326,449,1963-03-26,2.417,1.4
38115,1963,3,27,63.0327,450,1963-03-27,2.377,1.4
38116,1963,3,28,63.0328,451,1963-03-28,2.228,1.4
38117,1963,3,29,63.0329,452,1963-03-29,2.021,1.4
38118,1963,3,30,63.0330,453,1963-03-30,1.819,1.4
38119,1963,3,31,63.0331,454,1963-03-31,1.679,1.4
38120,1963,4,1,63.0401,455,1963-04-01,1.606,1.4
38121,1963,4,2,63.0402,456,1963-04-02,1.598,1.4
38122,1963,4,3,63.0403,457,1963-04-03,1.65,1.4
38123,1963,4,4,63.0404,458,1963-04-04,1.738,1.4
38124,1963,4,5,63.0405,459,1963-04-05,1.829,1.4
38125,1963,4,6,63.0406,460,1963-04-06,1.913,1.4
38126,1963,4,7,63.0407,461,1963-04-07,1.963,1.4
38127,1963,4,8,63.0408,462,1963-04-08,1.99,1.4
38128,1963,4,9,63.0409,463,1963-04-09,1.968,1.4
38129,1963,4,10,63.0410,464,1963-04-10,1.889,1.4
38130,1963,4,11,63.0411,465,1963-04-11,1.79,1.4
38131,1963,4,12,63.0412,466,1963-04-12,1.672,1.4
38132,1963,4,13,63.0413,467,1963-04-13,1.564,1.4
38133,1963,4,14,63.0414,468,1963-04-14,1.474,1.4
38134,1963,4,15,63.0415,469,1963-04-15,1.42,1.4
38135,1963,4,16,63.0416,470,1963-04-16,1.425,1.4
38136,1963,4,17,63.0417,471,1963-04-17,1.481,1.4
38137,1963,4,18,63.0418,472,1963-04-18,1.616,1.4
38138,1963,4,19,63.0419,473,1963-04-19,1.815,1.4
38139,1963,4,20,63.0420,474,1963-04-20,2.062,1.4
38140,1963,4,21,63.0421,475,1963-04-21,2.284,1.4
38141,1963,4,22,63.0422,476,1963-04-22,2.431,1.4
38142,1963,4,23,63.0423,477,1963-04-23,2.468,1.4
38143,1963,4,24,63.0424,478,1963-04-24,2.363,1.4
38144,1963,4,25,63.0425,479,1963-04-25,2.161,1.4
38145,1963,4,26,63.0426,480,1963-04-26,1.926,1.4
38146,1963,4,27,63.0427,481,1963-04-27,1.731,1.4
38147,1963,4,28,63.0428,482,1963-04-28,1.598,1.4
38148,1963,4,29,63.0429,483,1963-04-29,1.559,1.4
38149,1963,4,30,63.0430,484,1963-04-30,1.59,1.4
38150,1963,5,1,63.0501,485,1963-05-01,1.677,1.4
38151,1963,5,2,63.0502,486,1963-05-02,1.763,1.4
38152,1963,5,3,63.0503,487,1963-05-03,1.847,1.4
38153,1963,5,4,63.0504,488,1963-05-04,1.911,1.4
38154,1963,5,5,63.0505,489,1963-05-05,1.944,1.4
38155,1963,5,6,63.0506,490,1963-05-06,1.942,1.4
38156,1963,5,7,63.0507,491,1963-05-07,1.892,1.4
38157,1963,5,8,63.0508,492,1963-05-08,1.809,1.4
38158,1963,5,9,63.0509,493,1963-05-09,1.693,1.4
38159,1963,5,10,63.0510,494,1963-05-10,1.57,1.4
38160,1963,5,11,63.0511,495,1963-05-11,1.458,1.4
38161,1963,5,12,63.0512,496,1963-05-12,1.376,1.4
38162,1963,5,13,63.0513,497,1963-05-13,1.341,1.4
38163,1963,5,14,63.0514,498,1963-05-14,1.362,1.4
38164,1963,5,15,63.0515,499,1963-05-15,1.426,1.4
38165,1963,5,16,63.0516,500,1963-05-16,1.559,1.4
38166,1963,5,17,63.0517,501,1963-05-17,1.745,1.4
38167,1963,5,18,63.0518,502,1963-05-18,1.934,1.4
38168,1963,5,19,63.0519,503,1963-05-19,2.085,1.4
38169,1963,5,20,63.0520,504,1963-05-20,2.138,1.4
38170,1963,5,21,63.0521,505,1963-05-21,2.082,1.4
38171,1963,5,22,63.0522,506,1963-05-22,1.922,1.4
38172,1963,5,23,63.0523,507,1963-05-23,1.692,1.4
38173,1963,5,24,63.0524,508,1963-05-24,1.455,1.4
38174,1963,5,25,63.0525,509,1963-05-25,1.271,1.4
38175,1963,5,26,63.0526,510,1963-05-26,1.179,1.4
38176,1963,5,27,63.0527,511,1963-05-27,1.178,1.4
38177,1963,5,28,63.0528,512,1963-05-28,1.225,1.4
38178,1963,5,29,63.0529,513,1963-05-29,1.31,1.4
38179,1963,5,30,63.0530,514,1963-05-30,1.405,1.4
38180,1963,5,31,63.0531,515,1963-05-31,1.472,1.4
38181,1963,6,1,63.0601,516,1963-06-01,1.521,1.4
38182,1963,6,2,63.0602,517,1963-06-02,1.524,1.4
38183,1963,6,3,63.0603,518,1963-06-03,1.5,1.4
38184,1963,6,4,63.0604,519,1963-06-04,1.443,1.4
38185,1963,6,5,63.0605,520,1963-06-05,1.372,1.4
38186,1963,6,6,63.0606,521,1963-06-06,1.269,1.4
38187,1963,6,7,63.0607,522,1963-06-07,1.17,1.4
38188,1963,6,8,63.0608,523,1963-06-08,1.086,1.4
38189,1963,6,9,63.0609,524,1963-06-09,1.044,1.4
38190,1963,6,10,63.0610,525,1963-06-10,1.057,1.4
38191,1963,6,11,63.0611,526,1963-06-11,1.132,1.4
38192,1963,6,12,63.0612,527,1963-06-12,1.253,1.4
38193,1963,6,13,63.0613,528,1963-06-13,1.423,1.4
38194,1963,6,14,63.0614,529,1963-06-14,1.596,1.4
38195,1963,6,15,63.0615,530,1963-06-15,1.749,1.4
38196,1963,6,16,63.0616,531,1963-06-16,1.841,1.4
38197,1963,6,17,63.0617,532,1963-06-17,1.831,1.4
38198,1963,6,18,63.0618,533,1963-06-18,1.717,1.4
38199,1963,6,19,63.0619,534,1963-06-19,1.522,1.4
38200,1963,6,20,63.0620,535,1963-06-20,1.281,1.4
38201,1963,6,21,63.0621,536,1963-06-21,1.075,1.4
38202,1963,6,22,63.0622,537,1963-06-22,0.947,1.4
38203,1963,6,23,63.0623,538,1963-06-23,0.893,1.4
38204,1963,6,24,63.0624,539,1963-06-24,0.919,1.4
38205,1963,6,25,63.0625,540,1963-06-25,0.984,1.4
38206,1963,6,26,63.0626,541,1963-06-26,1.057,1.4
38207,1963,6,27,63.0627,542,1963-06-27,1.124,1.4
38208,1963,6,28,63.0628,543,1963-06-28,1.15,1.4
38209,1963,6,29,63.0629,544,1963-06-29,1.16,1.4
38210,1963,6,30,63.0630,545,1963-06-30,1.121,1.4
38211,1963,7,1,63.0701,546,1963-07-01,1.049,1.4
38212,1963,7,2,63.0702,547,1963-07-02,0.94,1.4
38213,1963,7,3,63.0703,548,1963-07-03,0.829,1.4
38214,1963,7,4,63.0704,549,1963-07-04,0.709,1.4
38215,1963,7,5,63.0705,550,1963-07-05,0.607,1.4
38216,1963,7,6,63.0706,551,1963-07-06,0.531,1.4
38217,1963,7,7,63.0707,552,1963-07-07,0.519,1.4
38218,1963,7,8,63.0708,553,1963-07-08,0.559,1.4
38219,1963,7,9,63.0709,554,1963-07-09,0.661,1.4
38220,1963,7,10,63.0710,555,1963-07-10,0.795,1.4
38221,1963,7,11,63.0711,556,1963-07-11,0.96,1.4
38222,1963,7,12,63.0712,557,1963-07-12,1.102,1.4
38223,1963,7,13,63.0713,558,1963-07-13,1.197,1.4
38224,1963,7,14,63.0714,559,1963-07-14,1.211,1.4
38225,1963,7,15,63.0715,560,1963-07-15,1.148,1.4
38226,1963,7,16,63.0716,561,1963-07-16,0.999,1.4
38227,1963,7,17,63.0717,562,1963-07-17,0.82,1.4
38228,1963,7,18,63.0718,563,1963-07-18,0.656,1.4
38229,1963,7,19,63.0719,564,1963-07-19,0.544,1.4
38230,1963,7,20,63.0720,565,1963-07-20,0.508,1.4
38231,1963,7,21,63.0721,566,1963-07-21,0.549,1.4
38232,1963,7,22,63.0722,567,1963-07-22,0.643,1.4
38233,1963,7,23,63.0723,568,1963-07-23,0.766,1.4
38234,1963,7,24,63.0724,569,1963-07-24,0.867,1.4
38235,1963,7,25,63.0725,570,1963-07-25,0.938,1.4
38236,1963,7,26,63.0726,571,1963-07-26,0.979,1.4
38237,1963,7,27,63.0727,572,1963-07-27,0.969,1.4
38238,1963,7,28,63.0728,573,1963-07-28,0.931,1.4
38239,1963,7,29,63.0729,574,1963-07-29,0.855,1.4
38240,1963,7,30,63.0730,575,1963-07-30,0.773,1.4
38241,1963,7,31,63.0731,576,1963-07-31,0.69,1.4
38242,1963,8,1,63.0801,577,1963-08-01,0.634,1.4
38243,1963,8,2,63.0802,578,1963-08-02,0.598,1.4
38244,1963,8,3,63.0803,579,1963-08-03,0.63,1.4
38245,1963,8,4,63.0804,580,1963-08-04,0.723,1.4
38246,1963,8,5,63.0805,581,1963-08-05,0.874,1.4
38247,1963,8,6,63.0806,582,1963-08-06,1.07,1.4
38248,1963,8,7,63.0807,583,1963-08-07,1.299,1.4
38249,1963,8,8,63.0808,584,1963-08-08,1.509,1.4
38250,1963,8,9,63.0809,585,1963-08-09,1.646,1.4
38251,1963,8,10,63.0810,586,1963-08-10,1.692,1.4
38252,1963,8,11,63.0811,587,1963-08-11,1.635,1.4
38253,1963,8,12,63.0812,588,1963-08-12,1.502,1.4
38254,1963,8,13,63.0813,589,1963-08-13,1.32,1.4
38255,1963,8,14,63.0814,590,1963-08-14,1.141,1.4
38256,1963,8,15,63.0815,591,1963-08-15,1.007,1.4
38257,1963,8,16,63.0816,592,1963-08-16,0.943,1.4
38258,1963,8,17,63.0817,593,1963-08-17,0.957,1.4
38259,1963,8,18,63.0818,594,1963-08-18,1.032,1.4
38260,1963,8,19,63.0819,595,1963-08-19,1.139,1.4
38261,1963,8,20,63.0820,596,1963-08-20,1.245,1.4
38262,1963,8,21,63.0821,597,1963-08-21,1.325,1.4
38263,1963,8,22,63.0822,598,1963-08-22,1.363,1.4
38264,1963,8,23,63.0823,599,1963-08-23,1.347,1.4
38265,1963,8,24,63.0824,600,1963-08-24,1.288,1.4
38266,1963,8,25,63.0825,601,1963-08-25,1.204,1.4
38267,1963,8,26,63.0826,602,1963-08-26,1.11,1.4
38268,1963,8,27,63.0827,603,1963-08-27,1.012,1.4
38269,1963,8,28,63.0828,604,1963-08-28,0.927,1.4
38270,1963,8,29,63.0829,605,1963-08-29,0.882,1.4
38271,1963,8,30,63.0830,606,1963-08-30,0.879,1.4
38272,1963,8,31,63.0831,607,1963-08-31,0.932,1.4
38273,1963,9,1,63.0901,608,1963-09-01,1.052,1.4
38274,1963,9,2,63.0902,609,1963-09-02,1.239,1.4
38275,1963,9,3,63.0903,610,1963-09-03,1.481,1.4
38276,1963,9,4,63.0904,611,1963-09-04,1.726,1.4
38277,1963,9,5,63.0905,612,1963-09-05,1.92,1.4
38278,1963,9,6,63.0906,613,1963-09-06,2.016,1.4
38279,1963,9,7,63.0907,614,1963-09-07,2.006,1.4
38280,1963,9,8,63.0908,615,1963-09-08,1.898,1.4
38281,1963,9,9,63.0909,616,1963-09-09,1.715,1.4
38282,1963,9,10,63.0910,617,1963-09-10,1.54,1.4
38283,1963,9,11,63.0911,618,1963-09-11,1.399,1.4
38284,1963,9,12,63.0912,619,1963-09-12,1.321,1.4
38285,1963,9,13,63.0913,620,1963-09-13,1.323,1.4
38286,1963,9,14,63.0914,621,1963-09-14,1.402,1.4
38287,1963,9,15,63.0915,622,1963-09-15,1.514,1.4
38288,1963,9,16,63.0916,623,1963-09-16,1.637,1.4
38289,1963,9,17,63.0917,624,1963-09-17,1.742,1.4
38290,1963,9,18,63.0918,625,1963-09-18,1.799,1.4
38291,1963,9,19,63.0919,626,1963-09-19,1.82,1.4
38292,1963,9,20,63.0920,627,1963-09-20,1.795,1.4
38293,1963,9,21,63.0921,628,1963-09-21,1.73,1.4
38294,1963,9,22,63.0922,629,1963-09-22,1.646,1.4
38295,1963,9,23,63.0923,630,1963-09-23,1.542,1.4
38296,1963,9,24,63.0924,631,1963-09-24,1.445,1.4
38297,1963,9,25,63.0925,632,1963-09-25,1.375,1.4
38298,1963,9,26,63.0926,633,1963-09-26,1.336,1.4
38299,1963,9,27,63.0927,634,1963-09-27,1.348,1.4
38300,1963,9,28,63.0928,635,1963-09-28,1.412,1.4
38301,1963,9,29,63.0929,636,1963-09-29,1.564,1.4
38302,1963,9,30,63.0930,637,1963-09-30,1.766,1.4
38303,1963,10,1,63.1001,638,1963-10-01,2.01,1.4
38304,1963,10,2,63.1002,639,1963-10-02,2.236,1.4
38305,1963,10,3,63.1003,640,1963-10-03,2.393,1.4
38306,1963,10,4,63.1004,641,1963-10-04,2.418,1.4
38307,1963,10,5,63.1005,642,1963-10-05,2.327,1.4
38308,1963,10,6,63.1006,643,1963-10-06,2.143,1.4
38309,1963,10,7,63.1007,644,1963-10-07,1.929,1.4
38310,1963,10,8,63.1008,645,1963-10-08,1.757,1.4
38311,1963,10,9,63.1009,646,1963-10-09,1.65,1.4
38312,1963,10,10,63.1010,647,1963-10-10,1.641,1.4
38313,1963,10,11,63.1011,648,1963-10-11,1.7,1.4
38314,1963,10,12,63.1012,649,1963-10-12,1.799,1.4
38315,1963,10,13,63.1013,650,1963-10-13,1.927,1.4
38316,1963,10,14,63.1014,651,1963-10-14,2.047,1.4
38317,1963,10,15,63.1015,652,1963-10-15,2.147,1.4
38318,1963,10,16,63.1016,653,1963-10-16,2.204,1.4
38319,1963,10,17,63.1017,654,1963-10-17,2.215,1.4
38320,1963,10,18,63.1018,655,1963-10-18,2.182,1.4
38321,1963,10,19,63.1019,656,1963-10-19,2.115,1.4
38322,1963,10,20,63.1020,657,1963-10-20,2.029,1.4
38323,1963,10,21,63.1021,658,1963-10-21,1.942,1.4
38324,1963,10,22,63.1022,659,1963-10-22,1.886,1.4
38325,1963,10,23,63.1023,660,1963-10-23,1.866,1.4
38326,1963,10,24,63.1024,661,1963-10-24,1.887,1.4
38327,1963,10,25,63.1025,662,1963-10-25,1.964,1.4
38328,1963,10,26,63.1026,663,1963-10-26,2.095,1.4
38329,1963,10,27,63.1027,664,1963-10-27,2.297,1.4
38330,1963,10,28,63.1028,665,1963-10-28,2.547,1.4
38331,1963,10,29,63.1029,666,1963-10-29,2.792,1.4
38332,1963,10,30,63.1030,667,1963-10-30,2.996,1.4
38333,1963,10,31,63.1031,668,1963-10-31,3.095,1.4
38334,1963,11,1,63.1101,669,1963-11-01,3.064,1.4
38335,1963,11,2,63.1102,670,1963-11-02,2.9,1.4
38336,1963,11,3,63.1103,671,1963-11-03,2.652,1.4
38337,1963,11,4,63.1104,672,1963-11-04,2.401,1.4
38338,1963,11,5,63.1105,673,1963-11-05,2.2,1.4
38339,1963,11,6,63.1106,674,1963-11-06,2.081,1.4
38340,1963,11,7,63.1107,675,1963-11-07,2.042,1.4
38341,1963,11,8,63.1108,676,1963-11-08,2.076,1.4
38342,1963,11,9,63.1109,677,1963-11-09,2.138,1.4
38343,1963,11,10,63.1110,678,1963-11-10,2.196,1.4
38344,1963,11,11,63.1111,679,1963-11-11,2.219,1.4
38345,1963,11,12,63.1112,680,1963-11-12,2.204,1.4
38346,1963,11,13,63.1113,681,1963-11-13,2.154,1.4
38347,1963,11,14,63.1114,682,1963-11-14,2.082,1.4
38348,1963,11,15,63.1115,683,1963-11-15,1.965,1.4
38349,1963,11,16,63.1116,684,1963-11-16,1.843,1.4
38350,1963,11,17,63.1117,685,1963-11-17,1.713,1.4
38351,1963,11,18,63.1118,686,1963-11-18,1.595,1.4
38352,1963,11,19,63.1119,687,1963-11-19,1.518,1.4
38353,1963,11,20,63.1120,688,1963-11-20,1.477,1.4
38354,1963,11,21,63.1121,689,1963-11-21,1.511,1.4
38355,1963,11,22,63.1122,690,1963-11-22,1.605,1.4
38356,1963,11,23,63.1123,691,1963-11-23,1.746,1.4
38357,1963,11,24,63.1124,692,1963-11-24,1.934,1.4
38358,1963,11,25,63.1125,693,1963-11-25,2.149,1.4
38359,1963,11,26,63.1126,694,1963-11-26,2.355,1.4
38360,1963,11,27,63.1127,695,1963-11-27,2.493,1.4
38361,1963,11,28,63.1128,696,1963-11-28,2.539,1.4
38362,1963,11,29,63.1129,697,1963-11-29,2.453,1.4
38363,1963,11,30,63.1130,698,1963-11-30,2.265,1.4
38364,1963,12,1,63.1201,699,1963-12-01,2.043,1.4
38365,1963,12,2,63.1202,700,1963-12-02,1.837,1.4
38366,1963,12,3,63.1203,701,1963-12-03,1.711,1.4
38367,1963,12,4,63.1204,702,1963-12-04,1.681,1.4
38368,1963,12,5,63.1205,703,1963-12-05,1.74,1.4
38369,1963,12,6,63.1206,704,1963-12-06,1.82,1.4
38370,1963,12,7,63.1207,705,1963-12-07,1.912,1.4
38371,1963,12,8,63.1208,706,1963-12-08,1.989,1.4
38372,1963,12,9,63.1209,707,1963-12-09,2.017,1.4
38373,1963,12,10,63.1210,708,1963-12-10,2.011,1.4
38374,1963,12,11,63.1211,709,1963-12-11,1.963,1.4
38375,1963,12,12,63.1212,710,1963-12-12,1.88,1.4
38376,1963,12,13,63.1213,711,1963-12-13,1.772,1.4
38377,1963,12,14,63.1214,712,1963-12-14,1.653,1.4
38378,1963,12,15,63.1215,713,1963-12-15,1.54,1.4
38379,1963,12,16,63.1216,714,1963-12-16,1.451,1.4
38380,1963,12,17,63.1217,715,1963-12-17,1.413,1.4
38381,1963,12,18,63.1218,716,1963-12-18,1.419,1.4
38382,1963,12,19,63.1219,717,1963-12-19,1.494,1.4
38383,1963,12,20,63.1220,718,1963-12-20,1.625,1.4
38384,1963,12,21,63.1221,719,1963-12-21,1.8,1.4
38385,1963,12,22,63.1222,720,1963-12-22,1.998,1.4
38386,1963,12,23,63.1223,721,1963-12-23,2.194,1.4
38387,1963,12,24,63.1224,722,1963-12-24,2.343,1.4
38388,1963,12,25,63.1225,723,1963-12-25,2.428,1.4
38389,1963,12,26,63.1226,724,1963-12-26,2.406,1.4
38390,1963,12,27,63.1227,725,1963-12-27,2.286,1.4
38391,1963,12,28,63.1228,726,1963-12-28,2.11,1.4
38392,1963,12,29,63.1229,727,1963-12-29,1.928,1.4
38393,1963,12,30,63.1230,728,1963-12-30,1.809,1.4
38394,1963,12,31,63.1231,729,1963-12-31,1.781,1.4
38395,1964,1,1,64.0101,730,1964-01-01,1.844,1.4
38396,1964,1,2,64.0102,731,1964-01-02,1.966,1.4
38397,1964,1,3,64.0103,732,1964-01-03,2.103,1.4
38398,1964,1,4,64.0104,733,1964-01-04,2.227,1.4
38399,1964,1,5,64.0105,734,1964-01-05,2.317,1.4
38400,1964,1,6,64.0106,735,1964-01-06,2.358,1.4
38401,1964,1,7,64.0107,736,1964-01-07,2.342,1.4
38402,1964,1,8,64.0108,737,1964-01-08,2.288,1.4
38403,1964,1,9,64.0109,738,1964-01-09,2.197,1.4
38404,1964,1,10,64.0110,739,1964-01-10,2.095,1.4
38405,1964,1,11,64.0111,740,1964-01-11,1.998,1.4
38406,1964,1,12,64.0112,741,1964-01-12,1.921,1.4
38407,1964,1,13,64.0113,742,1964-01-13,1.861,1.4
38408,1964,1,14,64.0114,743,1964-01-14,1.862,1.4
38409,1964,1,15,64.0115,744,1964-01-15,1.903,1.4
38410,1964,1,16,64.0116,745,1964-01-16,2.014,1.4
38411,1964,1,17,64.0117,746,1964-01-17,2.163,1.4
38412,1964,1,18,64.0118,747,1964-01-18,2.335,1.4
38413,1964,1,19,64.0119,748,1964-01-19,2.491,1.4
38414,1964,1,20,64.0120,749,1964-01-20,2.598,1.4
38415,1964,1,21,64.0121,750,1964-01-21,2.638,1.4
38416,1964,1,22,64.0122,751,1964-01-22,2.604,1.4
38417,1964,1,23,64.0123,752,1964-01-23,2.496,1.4
38418,1964,1,24,64.0124,753,1964-01-24,2.327,1.4
38419,1964,1,25,64.0125,754,1964-01-25,2.147,1.4
38420,1964,1,26,64.0126,755,1964-01-26,2,1.4
38421,1964,1,27,64.0127,756,1964-01-27,1.919,1.4
38422,1964,1,28,64.0128,757,1964-01-28,1.94,1.4
38423,1964,1,29,64.0129,758,1964-01-29,2.027,1.4
38424,1964,1,30,64.0130,759,1964-01-30,2.139,1.4
38425,1964,1,31,64.0131,760,1964-01-31,2.251,1.4
38426,1964,2,1,64.0201,761,1964-02-01,2.321,1.4
38427,1964,2,2,64.0202,762,1964-02-02,2.333,1.4
38428,1964,2,3,64.0203,763,1964-02-03,2.278,1.4
38429,1964,2,4,64.0204,764,1964-02-04,2.187,1.4
38430,1964,2,5,64.0205,765,1964-02-05,2.054,1.4
38431,1964,2,6,64.0206,766,1964-02-06,1.914,1.4
38432,1964,2,7,64.0207,767,1964-02-07,1.777,1.4
38433,1964,2,8,64.0208,768,1964-02-08,1.659,1.4
38434,1964,2,9,64.0209,769,1964-02-09,1.587,1.4
38435,1964,2,10,64.0210,770,1964-02-10,1.563,1.4
38436,1964,2,11,64.0211,771,1964-02-11,1.598,1.4
38437,1964,2,12,64.0212,772,1964-02-12,1.697,1.4
38438,1964,2,13,64.0213,773,1964-02-13,1.843,1.4
38439,1964,2,14,64.0214,774,1964-02-14,2.036,1.4
38440,1964,2,15,64.0215,775,1964-02-15,2.219,1.4
38441,1964,2,16,64.0216,776,1964-02-16,2.372,1.4
38442,1964,2,17,64.0217,777,1964-02-17,2.449,1.4
38443,1964,2,18,64.0218,778,1964-02-18,2.423,1.4
38444,1964,2,19,64.0219,779,1964-02-19,2.31,1.4
38445,1964,2,20,64.0220,780,1964-02-20,2.135,1.4
38446,1964,2,21,64.0221,781,1964-02-21,1.95,1.4
38447,1964,2,22,64.0222,782,1964-02-22,1.79,1.4
38448,1964,2,23,64.0223,783,1964-02-23,1.697,1.4
38449,1964,2,24,64.0224,784,1964-02-24,1.702,1.4
38450,1964,2,25,64.0225,785,1964-02-25,1.78,1.4
38451,1964,2,26,64.0226,786,1964-02-26,1.932,1.4
38452,1964,2,27,64.0227,787,1964-02-27,2.094,1.4
38453,1964,2,28,64.0228,788,1964-02-28,2.227,1.4
38454,1964,2,29,64.0229,789,1964-02-29,2.313,1.4
38455,1964,3,1,64.0301,790,1964-03-01,2.335,1.4
38456,1964,3,2,64.0302,791,1964-03-02,2.3,1.4
38457,1964,3,3,64.0303,792,1964-03-03,2.222,1.4
38458,1964,3,4,64.0304,793,1964-03-04,2.108,1.4
38459,1964,3,5,64.0305,794,1964-03-05,2,1.4
38460,1964,3,6,64.0306,795,1964-03-06,1.907,1.4
38461,1964,3,7,64.0307,796,1964-03-07,1.847,1.4
38462,1964,3,8,64.0308,797,1964-03-08,1.825,1.4
38463,1964,3,9,64.0309,798,1964-03-09,1.86,1.4
38464,1964,3,10,64.0310,799,1964-03-10,1.959,1.4
38465,1964,3,11,64.0311,800,1964-03-11,2.121,1.4
38466,1964,3,12,64.0312,801,1964-03-12,2.335,1.4
38467,1964,3,13,64.0313,802,1964-03-13,2.562,1.4
38468,1964,3,14,64.0314,803,1964-03-14,2.757,1.4
38469,1964,3,15,64.0315,804,1964-03-15,2.879,1.4
38470,1964,3,16,64.0316,805,1964-03-16,2.885,1.4
38471,1964,3,17,64.0317,806,1964-03-17,2.791,1.4
38472,1964,3,18,64.0318,807,1964-03-18,2.605,1.4
38473,1964,3,19,64.0319,808,1964-03-19,2.396,1.4
38474,1964,3,20,64.0320,809,1964-03-20,2.189,1.4
38475,1964,3,21,64.0321,810,1964-03-21,2.046,1.4
38476,1964,3,22,64.0322,811,1964-03-22,2.001,1.4
38477,1964,3,23,64.0323,812,1964-03-23,2.043,1.4
38478,1964,3,24,64.0324,813,1964-03-24,2.147,1.4
38479,1964,3,25,64.0325,814,1964-03-25,2.289,1.4
38480,1964,3,26,64.0326,815,1964-03-26,2.408,1.4
38481,1964,3,27,64.0327,816,1964-03-27,2.492,1.4
38482,1964,3,28,64.0328,817,1964-03-28,2.505,1.4
38483,1964,3,29,64.0329,818,1964-03-29,2.466,1.4
38484,1964,3,30,64.0330,819,1964-03-30,2.384,1.4
38485,1964,3,31,64.0331,820,1964-03-31,2.266,1.4
38486,1964,4,1,64.0401,821,1964-04-01,2.114,1.4
38487,1964,4,2,64.0402,822,1964-04-02,1.968,1.4
38488,1964,4,3,64.0403,823,1964-04-03,1.85,1.4
38489,1964,4,4,64.0404,824,1964-04-04,1.777,1.4
38490,1964,4,5,64.0405,825,1964-04-05,1.759,1.4
38491,1964,4,6,64.0406,826,1964-04-06,1.792,1.4
38492,1964,4,7,64.0407,827,1964-04-07,1.878,1.4
38493,1964,4,8,64.0408,828,1964-04-08,2.034,1.4
38494,1964,4,9,64.0409,829,1964-04-09,2.211,1.4
38495,1964,4,10,64.0410,830,1964-04-10,2.386,1.4
38496,1964,4,11,64.0411,831,1964-04-11,2.546,1.4
38497,1964,4,12,64.0412,832,1964-04-12,2.611,1.4
38498,1964,4,13,64.0413,833,1964-04-13,2.551,1.4
38499,1964,4,14,64.0414,834,1964-04-14,2.368,1.4
38500,1964,4,15,64.0415,835,1964-04-15,2.139,1.4
38501,1964,4,16,64.0416,836,1964-04-16,1.919,1.4
38502,1964,4,17,64.0417,837,1964-04-17,1.767,1.4
38503,1964,4,18,64.0418,838,1964-04-18,1.717,1.4
38504,1964,4,19,64.0419,839,1964-04-19,1.78,1.4
38505,1964,4,20,64.0420,840,1964-04-20,1.915,1.4
38506,1964,4,21,64.0421,841,1964-04-21,2.084,1.4
38507,1964,4,22,64.0422,842,1964-04-22,2.241,1.4
38508,1964,4,23,64.0423,843,1964-04-23,2.375,1.4
38509,1964,4,24,64.0424,844,1964-04-24,2.466,1.4
38510,1964,4,25,64.0425,845,1964-04-25,2.498,1.4
38511,1964,4,26,64.0426,846,1964-04-26,2.455,1.4
38512,1964,4,27,64.0427,847,1964-04-27,2.371,1.4
38513,1964,4,28,64.0428,848,1964-04-28,2.263,1.4
38514,1964,4,29,64.0429,849,1964-04-29,2.152,1.4
38515,1964,4,30,64.0430,850,1964-04-30,2.06,1.4
38516,1964,5,1,64.0501,851,1964-05-01,1.988,1.4
38517,1964,5,2,64.0502,852,1964-05-02,1.958,1.4
38518,1964,5,3,64.0503,853,1964-05-03,1.987,1.4
38519,1964,5,4,64.0504,854,1964-05-04,2.056,1.4
38520,1964,5,5,64.0505,855,1964-05-05,2.172,1.4
38521,1964,5,6,64.0506,856,1964-05-06,2.356,1.4
38522,1964,5,7,64.0507,857,1964-05-07,2.546,1.4
38523,1964,5,8,64.0508,858,1964-05-08,2.735,1.4
38524,1964,5,9,64.0509,859,1964-05-09,2.842,1.4
38525,1964,5,10,64.0510,860,1964-05-10,2.851,1.4
38526,1964,5,11,64.0511,861,1964-05-11,2.733,1.4
38527,1964,5,12,64.0512,862,1964-05-12,2.524,1.4
38528,1964,5,13,64.0513,863,1964-05-13,2.284,1.4
38529,1964,5,14,64.0514,864,1964-05-14,2.067,1.4
